ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Regular price,Sale price,Categories,Tags,Images,Gallery,Download limit,Download expiry days,Parent,Grouped products,Attributes,Default attributes,Brands
,,ARGUB0088,MINI HUB ARGOM UNIVERSAL DE 4 PUERTOS USB 2.0,,,,"Optimiza tus posibilidades con este nuevo Mini Hub Argom que te ofrece cuatro (4) puertos USB 2.0 adicionales y un tamaño de bolsillo, de alta velocid...","Optimiza tus posibilidades con este nuevo Mini Hub Argom que te ofrece cuatro (4) puertos USB 2.0 adicionales y un tamaño de bolsillo, de alta velocidad y simple plug-and-play. También es un accesorio conveniente parea una computadora de escritorio o un Notebook para conectar dispositivos USB adicionales a la vez. Este Hub USB se puede utilizar para conectar cámaras, lectores de tarjetas, teclados, ratones, reproductores MP3 y otros dispositivos USB.

Especificaciones 

Soporta 4 puertos que pueden ser operados al mismo tiempo para conectar raton, impresora, camara web y HDD.
Opera a alta y baja velocidad de transferencia de datos.
Compatible con USB 2.0 y 1.1.
Corriente alimentada por el puerto USB.
Compatible con Win98/2000/ME/XP/Vista/Win7.
Indicador LED para el estatus del encendido.
Tamaño: 87*42*13 mm con 70 cm de cable.",,,,2.0,,,77.91,,Cables,"velocidad, 70, camara, hub, puerto, vez., estatus, y, nuevo, a, win98/2000/me/xp/vista/win7., mini, conveniente, computadora, el, es, datos., que, bolsillo,, 87*42*13, usb., operados, otros, lectores, con, cuatro, alta, tiempo, teclados,, puertos, 4, o, notebook, adicionales, especificaciones, ser, mm, usb, compatible, hdd., conectar, cm, para, tamaño, la, accesorio, tamaño:, 1.1., pueden, ratones,, raton,, cámaras,, tus, por, de, corriente, utilizar, mp3, escritorio, alimentada, impresora,, cable., una, puede, plug-and-play., este, del, te, dispositivos, posibilidades, opera, argom, se, led, universal, (4), soporta, baja, un, 2.0, reproductores, tarjetas,, web, parea, mismo, indicador, simple, optimiza, ofrece, también, transferencia, al, encendido.","https://starcenter.com.uy/uploads/products/86-127814462.jpg, https://starcenter.com.uy/uploads/products/86-1735010927.jpg, https://starcenter.com.uy/uploads/products/86-2102062164.jpg, https://starcenter.com.uy/uploads/products/86-2131270272.jpg, https://starcenter.com.uy/uploads/products/86-1735010927.jpg, https://starcenter.com.uy/uploads/products/86-2102062164.jpg, https://starcenter.com.uy/uploads/products/86-2131270272.jpg","https://starcenter.com.uy/uploads/products/86-1735010927.jpg, https://starcenter.com.uy/uploads/products/86-2102062164.jpg, https://starcenter.com.uy/uploads/products/86-2131270272.jpg",,,,,,,Argom
,,FOT10001,PAPEL REPORT /PREMIUM / A4/ 75G/ 500 H/,,,,"Papel premium, excelente desempeño en todo tipo de impresoras, copiadoras y faxes.
100% blanco y de fibra de eucaliptus.
Certificado con todas las nor...","Papel premium, excelente desempeño en todo tipo de impresoras, copiadoras y faxes.
100% blanco y de fibra de eucaliptus.
Certificado con todas las normas de calidad y responsabilidad con el medio ambiente.
No suelta pelusa, evita los atascos y mejora la durabilidad de los equipos donde se utiliza.

FORMATO: A4
GRAMAJE: 75 grs
PAQUETE: 500 hojas
",,,,12240.0,,,4.07,,Otros,"100%, 500, no, papel, blanco, en, certificado, durabilidad, equipos, donde, eucaliptus., utiliza., 75, los, de, ambiente., report, tipo, y, /, premium,, todas, mejora, a4, fibra, faxes., grs, 75g/, h/, paquete:, medio, el, hojas, suelta, normas, todo, copiadoras, calidad, /premium, excelente, la, evita, a4/, impresoras,, desempeño, gramaje:, con, atascos, formato:, se, responsabilidad, pelusa,, las","https://starcenter.com.uy/uploads/products/146-122709718.jpeg, https://starcenter.com.uy/uploads/products/146-8-1444336641.jpg, https://starcenter.com.uy/uploads/products/146-8-1444336641.jpg",https://starcenter.com.uy/uploads/products/146-8-1444336641.jpg,,,,,,,Sin Marca
,,FOT10002,PAPEL REPORT PREMIUM CARTA 75 G 500 H,,,,"Papel premium, excelente desempeño en todos los usos.
100% blanco y de fibra de eucaliptus.
Certificado con todas las normas de calidad y responsabili...","Papel premium, excelente desempeño en todos los usos.
100% blanco y de fibra de eucaliptus.
Certificado con todas las normas de calidad y responsabilidad con el medio ambiente.
No suelta pelusa, evita los atascos y mejora la durabilidad de los equipos donde se utiliza.

FORMATO: Carta
GRAMAJE: 75 grs
PAQUETE: 500 hojas",,,,1480.0,,,4.07,,Otros,"100%, 500, no, g, papel, h, blanco, en, certificado, durabilidad, equipos, donde, eucaliptus., utiliza., 75, los, de, ambiente., report, y, premium,, todas, mejora, carta, fibra, grs, paquete:, medio, el, hojas, todos, suelta, normas, calidad, excelente, la, responsabilidad, evita, desempeño, gramaje:, con, premium, atascos, formato:, se, usos., pelusa,, las","https://starcenter.com.uy/uploads/products/147-1939132430.jpg, https://starcenter.com.uy/uploads/products/147-7-1444336639.jpg, https://starcenter.com.uy/uploads/products/147-7-1444336639.jpg",https://starcenter.com.uy/uploads/products/147-7-1444336639.jpg,,,,,,,Sin Marca
,,FOT10003,PAPEL REPORT PREMIUM OFICIO 75 G 500 H,,,,"Papel premium, excelente desempeño en todos los usos.
100% blanco y de fibra de eucaliptus.
Certificado con todas las normas de calidad y responsabili...","Papel premium, excelente desempeño en todos los usos.
100% blanco y de fibra de eucaliptus.
Certificado con todas las normas de calidad y responsabilidad con el medio ambiente.
No suelta pelusa, evita los atascos y mejora la durabilidad de los equipos donde se utiliza.

FORMATO: Oficio/ Legal
GRAMAJE: 75 grs.
PAQUETE: 500 hojas",,,,1021.0,,,5.42,,Otros,"100%, 500, no, g, papel, h, blanco, en, certificado, durabilidad, equipos, donde, eucaliptus., utiliza., oficio, 75, los, de, ambiente., report, legal, y, premium,, todas, mejora, fibra, oficio/, paquete:, medio, el, hojas, todos, suelta, normas, calidad, excelente, la, responsabilidad, evita, desempeño, gramaje:, con, premium, atascos, formato:, se, grs., usos., pelusa,, las","https://starcenter.com.uy/uploads/products/148-768598570.jpg, https://starcenter.com.uy/uploads/products/148-6-1444336638.jpg, https://starcenter.com.uy/uploads/products/148-6-1444336638.jpg",https://starcenter.com.uy/uploads/products/148-6-1444336638.jpg,,,,,,,Sin Marca
,,FOT10004,PAPEL REPORT PREMIUM/ A4/ 80 G /500 H,,,,"Papel premium, excelente desempeño en todos los usos. 100% blanco y de fibra de eucaliptus. Certificado con todas las normas de calidad y responsabili...","Papel premium, excelente desempeño en todos los usos. 100% blanco y de fibra de eucaliptus. Certificado con todas las normas de calidad y responsabilidad con el medio ambiente. No suelta pelusa, evita los atascos y mejora la durabilidad de los equipos donde se utiliza.

FORMATO: A4
GRAMAJE: 80 grs.
PAQUETE: 500 hojas
",,,,9924.0,,,4.65,,Otros,"100%, no, 500, g, papel, h, blanco, en, certificado, durabilidad, equipos, donde, eucaliptus., utiliza., los, de, ambiente., report, y, premium,, todas, mejora, a4, /500, fibra, paquete:, medio, el, hojas, 80, todos, suelta, normas, calidad, excelente, la, responsabilidad, evita, a4/, desempeño, gramaje:, con, atascos, formato:, premium/, se, grs., usos., pelusa,, las",https://starcenter.com.uy/uploads/products/149-159340600.jpg,,,,,,,,Sin Marca
,,FOT10005,PAPEL REPORT PREMIUM A3 75 G 500 H,,,,"Papel premium, excelente desempeño en todo tipo de impresoras, copiadoras y faxes. 100% blanco y de fibra de eucaliptus. Certificado con todas las nor...","Papel premium, excelente desempeño en todo tipo de impresoras, copiadoras y faxes. 100% blanco y de fibra de eucaliptus. Certificado con todas las normas de calidad y responsabilidad con el medio ambiente.

FORMATO: A3
GRAMAJE: 75 grs.
PAQUETE: 500 hojas",,,,1226.0,,,8.67,,Otros,"100%, 500, g, papel, h, blanco, en, certificado, eucaliptus., 75, de, ambiente., report, y, tipo, premium,, todas, fibra, faxes., paquete:, medio, el, hojas, a3, normas, todo, copiadoras, calidad, excelente, impresoras,, desempeño, gramaje:, con, premium, formato:, grs., responsabilidad, las",https://starcenter.com.uy/uploads/products/150-639102618.jpg,,,,,,,,Sin Marca
,,SOH10021G,PAPEL COLORIT (MIX FUERTES) 100 HOJAS A4,,,,"Papel de colores fuertes de muy buena calidad para impresión laser, ink jet y proyectos.
Para impresiones que buscan realmente diferenciarse.
Colores ...","Papel de colores fuertes de muy buena calidad para impresión laser, ink jet y proyectos.
Para impresiones que buscan realmente diferenciarse.
Colores intensos, originales y exclusivos.
Excelente cuerpo y apariencia de mayor gramaje, teñido directamente en la masa. 
Fabricado en Suecia por Storaenso.
",,,,94.0,,,3.41,,Otros,"colores, (mix, papel, en, colorit, impresiones, exclusivos., suecia, realmente, proyectos., intensos,, fabricado, por, de, y, a4, ink, originales, cuerpo, muy, hojas, impresión, laser,, jet, directamente, fuertes, para, buena, gramaje,, fuertes), calidad, que, excelente, teñido, la, diferenciarse., 100, mayor, buscan, masa., storaenso., apariencia",https://starcenter.com.uy/uploads/products/156-1067867158.jpg,,,,,,,,Sin Marca
,,SOH100235,PAPEL REPORT PREMIUM A4 90 G 500 H,,,,"Papel premium, excelente desempeño en todo tipo de impresoras, copiadoras y faxes.
100% blanco y de fibra de eucaliptus.
Certificado con todas las nor...","Papel premium, excelente desempeño en todo tipo de impresoras, copiadoras y faxes.
100% blanco y de fibra de eucaliptus.
Certificado con todas las normas de calidad y responsabilidad con el medio ambiente.
No suelta pelusa, evita los atascos y mejora la durabilidad de los equipos donde se utiliza.

FORMATO: A4
GRAMAJE: 90 grs.
PAQUETE: 500 hojas
",,,,1359.0,,,5.05,,Otros,"100%, 500, no, g, papel, h, blanco, en, certificado, durabilidad, equipos, donde, eucaliptus., utiliza., los, de, ambiente., report, y, tipo, premium,, todas, mejora, a4, fibra, faxes., paquete:, medio, el, hojas, suelta, normas, todo, copiadoras, calidad, excelente, la, evita, impresoras,, desempeño, gramaje:, con, premium, atascos, formato:, 90, se, grs., responsabilidad, pelusa,, las","https://starcenter.com.uy/uploads/products/161-1112363008.jpg, https://starcenter.com.uy/uploads/products/161-9-1444336648.jpg, https://starcenter.com.uy/uploads/products/161-9-1444336648.jpg",https://starcenter.com.uy/uploads/products/161-9-1444336648.jpg,,,,,,,Sin Marca
,,SOHIK250,PAPEL A4 PAPERLINE COLORES FUERTES- ROJO 80 G/500 HJS,,,,"Papel A4 de alta calidad, en colores fuertes.  Disponible en 8 colores.
Recomendado para todo tipo de impresoras, copiadoras y faxes.
Excelente relaci...","Papel A4 de alta calidad, en colores fuertes.  Disponible en 8 colores.
Recomendado para todo tipo de impresoras, copiadoras y faxes.
Excelente relación calidad ? precio.
",,,,182.0,,,8.18,,Otros,"colores, calidad,, papel, 8, en, fuertes-, de, tipo, y, a4, recomendado, faxes., disponible, colores., precio., 80, rojo, para, paperline, todo, copiadoras, calidad, excelente, hjs, fuertes., impresoras,, ?, g/500, alta, relación",https://starcenter.com.uy/uploads/products/166-1444336645.jpg,,,,,,,,Sin Marca
,,CEL5109,SOBRE CELUCAT/REVISTA/KRAFT/80GRS/31X41CMS/250UNI,,,,"Confeccionados con papeles de alta calidad aptos para impresiones en offset. 

CARACTERÍSTICAS

Formato: Revista Kraft
Gramaje: 80 grs
Medidas: 31 x 4...","Confeccionados con papeles de alta calidad aptos para impresiones en offset. 

CARACTERÍSTICAS

Formato: Revista Kraft
Gramaje: 80 grs
Medidas: 31 x 41
Presentación: 250 unidades
",,,,1.0,,,137.53,,Otros,"características, kraft, celucat/revista/kraft/80grs/31x41cms/250uni, en, impresiones, x, de, confeccionados, 31, 41, offset., unidades, grs, 250, presentación:, 80, para, calidad, medidas:, sobre, gramaje:, con, aptos, revista, papeles, alta, formato:",https://starcenter.com.uy/uploads/products/197-571052895.jpg,,,,,,,,Sin Marca
,,FOT10080,PAPEL FOTOCOPIA A4 ARTWORK 75G/500 HOJAS,,,,Papel fotocopia de alta calidad,Papel fotocopia de alta calidad,,,,9340.0,,,3.88,,Otros,"a4, papel, hojas, 75g/500, calidad, fotocopia, de, alta, artwork",https://starcenter.com.uy/uploads/products/250-1747648975.jpg,,,,,,,,Sin Marca
,,FOT10081,PAPEL FOTOCOPIA COPIMAX/75 G/A4,,,,,,,,,10.0,,,3.88,,Otros,"g/a4, fotocopia, papel, copimax/75",https://starcenter.com.uy/uploads/products/339-1722734255.jpg,,,,,,,,Sin Marca
,,ARGAC0327B,SOPORTE DE CELULAR PARA SALIDA DE AIRE PARA AUTO ARGOM,,,,Adecuado para el montaje de su celular y otros dispositivos de mano en la rejilla de aire de su auto. Brazos laterales acolchados y ajustables protege...,"Adecuado para el montaje de su celular y otros dispositivos de mano en la rejilla de aire de su auto. Brazos laterales acolchados y ajustables protegen y mantienen el dispositivo en su lugar y evitan que se resbale.

Soporte con clip giratorio para colocar en cualquier rejilla de aire con mandíbula expandible, sosteniendo con seguridad la mayoría de los teléfonos celulares.",,,,427.0,,,2.64,,Otros,"ajustables, brazos, su, en, colocar, los, de, soporte, mantienen, y, rejilla, auto, clip, protegen, auto., expandible,, laterales, aire, salida, seguridad, lugar, resbale., celular, el, celulares., mandíbula, para, giratorio, sosteniendo, que, la, mayoría, otros, dispositivos, montaje, cualquier, acolchados, con, adecuado, teléfonos, argom, evitan, se, dispositivo, mano","https://starcenter.com.uy/uploads/products/399-336756855.jpg, https://starcenter.com.uy/uploads/products/399-1206111168.jpg, https://starcenter.com.uy/uploads/products/399-1927829364.jpg, https://starcenter.com.uy/uploads/products/399-1206111168.jpg, https://starcenter.com.uy/uploads/products/399-1927829364.jpg","https://starcenter.com.uy/uploads/products/399-1206111168.jpg, https://starcenter.com.uy/uploads/products/399-1927829364.jpg",,,,,,,Argom
,,CEL2226BOX,SOBRE CELUCAT/REVISTA/BLANCO/90G/32.5X45CMS/250UNI,,,,,,,,,3.0,,,27.71,,Otros,"sobre, celucat/revista/blanco/90g/32.5x45cms/250uni",https://starcenter.com.uy/uploads/products/418-1277867046.jpg,,,,,,,,Sin Marca
,,CEL2590BOX,SOBRE CELUCAT/COMERCIAL/CON FONDO/56GRS/11.4X16.2CMS/1000UNI,,,,,,,,,73.0,,,18.62,,Otros,"celucat/comercial/con, fondo/56grs/11.4x16.2cms/1000uni, sobre",https://starcenter.com.uy/uploads/products/420-626695404.jpg,,,,,,,,Sin Marca
,,CEL5035BOX,SOBRE CELUCAT/REVISTA/BLANCO/90GRS/18.5X24.8CMS/500UNI,,,,,,,,,103.0,,,34.92,,Otros,"celucat/revista/blanco/90grs/18.5x24.8cms/500uni, sobre",https://starcenter.com.uy/uploads/products/425-1251483233.jpg,,,,,,,,Sin Marca
,,CEL5072BOX,SOBRE CELUCAT/REVISTA/ORO/80GRS/25X35.3CMS/250UNI,,,,,,,,,30.0,,,22.63,,Otros,"celucat/revista/oro/80grs/25x35.3cms/250uni, sobre",https://starcenter.com.uy/uploads/products/429-868350952.jpg,,,,,,,,Sin Marca
,,CEL5094BOX,SOBRE CELUCAT/REVISTA/KRAFT/80GRS/14X20CMS/1000UNI,,,,,,,,,42.0,,,30.69,,Otros,"celucat/revista/kraft/80grs/14x20cms/1000uni, sobre",https://starcenter.com.uy/uploads/products/430-1405809278.jpg,,,,,,,,Sin Marca
,,CEL5101BOX,SOBRE CELUCAT/REVISTA/KRAFT/80GRS/18.5X24.8CMS/500 UNI,,,,,,,,,90.0,,,20.58,,Otros,"celucat/revista/kraft/80grs/18.5x24.8cms/500, sobre, uni",https://starcenter.com.uy/uploads/products/431-1655068706.jpg,,,,,,,,Sin Marca
,,CEL6329BOX,"SOBRE CELUCAT/REVISTA/ORO/80GRS/32,5X45CMS/250 UNI",,,,,,,,,1.0,,,68.75,,Otros,"celucat/revista/oro/80grs/32,5x45cms/250, sobre, uni",https://starcenter.com.uy/uploads/products/432-1270308557.jpg,,,,,,,,Sin Marca
,,CEL6797BOX,SOBRE CELUCAT/REVISTA/KRAFT/80GRS/22.9X32.4CMS/100UNI,,,,,,,,,826.0,,,9.8,,Otros,"celucat/revista/kraft/80grs/22.9x32.4cms/100uni, sobre",https://starcenter.com.uy/uploads/products/434-769176550.jpg,,,,,,,,Sin Marca
,,CEL6800BOX,SOBRE CELUCAT/REVISTA/KRAFT/80GRS/31X41CMS/100UNI,,,,,,,,,79.0,,,16.17,,Otros,"celucat/revista/kraft/80grs/31x41cms/100uni, sobre",https://starcenter.com.uy/uploads/products/436-2040517699.jpg,,,,,,,,Sin Marca
,,CEL6805BOX,SOBRE CELUCAT/REVISTA/ORO/80GRS/22.9X32.4CMS/100UNI,,,,,,,,,2.0,,,10.46,,Otros,"celucat/revista/oro/80grs/22.9x32.4cms/100uni, sobre",https://starcenter.com.uy/uploads/products/437-1875520511.jpg,,,,,,,,Sin Marca
,,CEL6813BOX,SOBRE CELUCAT/REVISTA/BLANCO/90GRS/22.9X32.4CMS/100UNI,,,,,,,,,171.0,,,10.97,,Otros,"sobre, celucat/revista/blanco/90grs/22.9x32.4cms/100uni",https://starcenter.com.uy/uploads/products/439-444079444.jpg,,,,,,,,Sin Marca
,,0B47089,ADAPTADOR LENOVO MINI DISPLAY PORT A HDMI,,,,El adaptador mini DisplayPort a HDMI se adapta al estándar de tipo 2 del adaptador de modalidad doble VESA DisplayPort. La entrada es compatible con l...,"El adaptador mini DisplayPort a HDMI se adapta al estándar de tipo 2 del adaptador de modalidad doble VESA DisplayPort. La entrada es compatible con la especificación de DisplayPort 1.2 y la salida HDMI es compatible con altas resoluciones hasta 3840 x 2160, 30 Hz. Todos los estándares requieren la compatibilidad con los sistemas conectados. Los conectores son mini DisplayPort macho y HDMI hembra.",,,,2.0,,,14.7,,Otros,"30, entrada, compatibilidad, displayport, x, los, de, hdmi, requieren, tipo, vesa, y, compatible, especificación, conectores, a, macho, hasta, displayport., 2160,, mini, salida, hembra., hz., lenovo, el, display, sistemas, todos, adaptador, es, la, 1.2, 3840, estándares, altas, del, resoluciones, son, doble, modalidad, al, con, port, conectados., se, estándar, 2, adapta",https://starcenter.com.uy/uploads/products/469-863721457.jpg,,,,,,,,Sin Marca
,,ARGAC1235B,MOUSE PAD ARGOM GALAXIA AZUL,,,,"No importa donde estés, haz que cualquier superficie sea adecuada para trabajar con el mouse. Conduzca suavemente el mouse sobre sus archivos mientras...","No importa donde estés, haz que cualquier superficie sea adecuada para trabajar con el mouse. Conduzca suavemente el mouse sobre sus archivos mientras añade un toque de elegancia al área de trabajo gracias a todos los patrones modernos disponibles.",,,,44.0,,,1.37,,Accesorios de Computadora,"estés,, no, toque, suavemente, archivos, donde, mouse., superficie, mouse, los, de, azul, adecuada, un, trabajo, a, sus, galaxia, conduzca, trabajar, importa, pad, gracias, elegancia, el, patrones, modernos, haz, todos, área, para, que, sobre, mientras, sea, disponibles., cualquier, con, al, argom, añade","https://starcenter.com.uy/uploads/products/625-624128922.jpg, https://starcenter.com.uy/uploads/products/625-539704395.jpg, https://starcenter.com.uy/uploads/products/625-539704395.jpg",https://starcenter.com.uy/uploads/products/625-539704395.jpg,,,,,,,Argom
,,ARGAC1235R,MOUSE PAD ARGOM GALAXIA ROJO,,,,"No importa donde estés, haz que cualquier superficie sea adecuada para trabajar con el mouse. Conduzca suavemente el mouse sobre sus archivos mientras...","No importa donde estés, haz que cualquier superficie sea adecuada para trabajar con el mouse. Conduzca suavemente el mouse sobre sus archivos mientras añade un toque de elegancia al área de trabajo gracias a todos los patrones modernos disponibles.",,,,29.0,,,1.37,,Accesorios de Computadora,"estés,, no, toque, suavemente, archivos, donde, mouse., superficie, mouse, los, de, adecuada, un, trabajo, a, sus, galaxia, conduzca, trabajar, importa, pad, gracias, elegancia, el, patrones, modernos, haz, todos, rojo, área, para, que, sobre, mientras, sea, disponibles., cualquier, con, al, argom, añade",https://starcenter.com.uy/uploads/products/626-2088081708.jpg,,,,,,,,Argom
